TAG ID,TANK #,START DATE,END DATE,SURVIVAL (days),SURVIVAL,TAG RETENTION (days),TAG IMPLANTED,DUMMY TYPE,DUMMY #,TAG WEIGHT (g),TAG LENGTH (mm),TAG RADIUS (mm),TAG VOLUME (mm),SURGEON,INITIAL LENGTH (mm),INITIAL WEIGHT (g),INITIAL CONDITION FACTOR (k),INITIAL TAG/LENGTH RATIO,INITIAL TAG/WEIGHT RATIO,FINAL LENGTH (mm),FINAL WEIGHT (g),FINAL CONDITION FACTOR (k),FINAL TAG/LENGTH RATIO,FINAL TAG/WEIGHT RATIO,LENGTH DIF,DELTA LENGTH (%),DELTA WEIGHT (%),DELTA k (%),TAG PRESENT,SEX,SUTURES REMAINING,INCISION,EXTERNAL CONDITION,INTERNAL CONDITION,RESPONSE TO TAG,STATE OF TAG REJECTION,REJECTION,REJECTION (Y/N),ANTEROPOSTERIOR AXIS,LEFT-RIGHT AXIS,NOTES,comments,,RESPONSE TO TAG.1
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt 78,0.9,21,4,1055.575132,3,296,269.847661,1.040503451,0.070945946,0.003335215,355,421,0.94102,0.05915493,0.002137767,59,0.199324324,0.560139519,-0.095614664,Y,M,2,healed,some irritation,,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"two sutures, bit of redness, incision healed, tag middle right, covered mesentary",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt40,0.9,21,4,1055.575132,3,295,267.1295141,1.040532923,0.071186441,0.003369152,375,558,1.05813,0.056,0.001612903,80,0.271186441,1.088874387,0.016914804,Y,M,3,healed,some irritation,,encapsulated in mesentery; enveloped in viscera,no rejection,No,No,anterior,right lateral,,"two sutures, redness, tag anterior right, mesentary in viscera",,encapsulated in mesentery; enveloped in viscera
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1167,0.9,21,4,1055.575132,2,291,256.4392034,1.04065183,0.072164948,0.003509604,350,427,0.99592,0.06,0.002107728,59,0.202749141,0.66511202,-0.042986003,Y,M,2,healed,some irritation,viscera adhered to suture,no encapsulation,no rejection,No,No,posterior,right lateral,,"two sutures redness, incision closed, viscera attached, tag posterior right mesentary",,no encapsulation
9.82E+14,6,12/9/2017,14/10/2017,92,Y,32,Y,V8,dt80,0.9,21,4,1055.575132,1,290,253.8118876,1.040681814,0.072413793,0.003545933,360,527.5,1.13062,0.058333333,0.001706161,70,0.24137931,1.078310851,0.08641811,N,F,0,healed,no irritation,,expelled,no signs of exit,Yes,Yes,NA,NA,,"totally healed, no sutures, very little evidence of them, no obvious exit point",,expelled
9.82E+14,6,12/9/2017,12/10/2017,92,Y,30,Y,V8,dt4,0.9,21,4,1055.575132,2,289,251.2025535,1.040711902,0.07266436,0.003582766,345,415,1.01063,0.060869565,0.002168675,56,0.193771626,0.65205327,-0.028908193,N,M,1,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture remaining, incision healed, slight adherence to suture site on inside, no obvious exit site for tag",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt28,0.9,21,4,1055.575132,1,289,251.2025535,1.040711902,0.07266436,0.003582766,360,494,1.05881,0.058333333,0.001821862,71,0.24567474,0.966540519,0.017393421,Y,M,1,healed,no irritation,viscera sutured in,enveloped in viscera,protruding from body wall,In progress,Yes,medial,medial,,"one suture, tag protruding from suture site, incision healed, suture through viscera, tag embedded in viscera",,enveloped in viscera
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt20,0.9,21,4,1055.575132,1,288,248.6111398,1.040742096,0.072916667,0.003620111,350,514.5,1.2,0.06,0.001749271,62,0.215277778,1.069496968,0.153023409,Y,M,2,healed,some irritation,tissue adhesion near incision site,no encapsulation,no rejection,No,No,medial,right lateral,,"two sutures remaining, incision healed, adhesion at suture point, tag right side middle",,no encapsulation
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1173,0.9,21,4,1055.575132,1,286,243.4818272,1.040802802,0.073426573,0.003696374,355,491.5,1.0986,0.05915493,0.001831129,69,0.241258741,1.018631147,0.055528612,Y,M,1,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,medial,left lateral,,"one suture, redness, tag middle left encapsulated mesentary, some adhesion to suture point",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt62,0.9,21,4,1055.575132,3,286,243.4818272,1.040802802,0.073426573,0.003696374,335,441.5,1.17435,0.062686567,0.002038505,49,0.171328671,0.813277012,0.128308433,Y,M,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,protruding from body wall,In progress,Yes,medial,right lateral,,"two sutures with redness, tag protruding through body wall near incision site, adhesion to suture point, tag encapsulated body cavity on middle right side",,encapsulated in mesentery
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1137,0.9,21,4,1055.575132,3,284,238.4234578,1.040863938,0.073943662,0.003774796,330,375.5,1.04488,0.063636364,0.002396804,46,0.161971831,0.574928925,0.003862335,Y,F,2,healed,some irritation,viscera adhered to suture, partially encapsulated,protruding from body wall,In progress,Yes,anterior,left lateral,,"two sutures remaining, some redness, incision healed, obvious bulge in observed in body wall where tag is, photo taken, tag located anterior left, viscera adhered to suture, tag partially incapsulated, ",, partially encapsulated
9.45E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt33,0.9,21,4,1055.575132,1,282,233.4355397,1.040925509,0.074468085,0.003855454,330,392.5,1.09219,0.063636364,0.002292994,48,0.170212766,0.681406356,0.049248096,Y,F,1,healed,some irritation,,encapsulated in mesentery,no rejection,No,No,posterior,right lateral,,"one suture remaining, some redness, tag located posterior right, in line with pelvic finds, tag encapsulated, photo taken",,encapsulated in mesentery
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt49,0.9,21,4,1055.575132,3,280,228.5175808,1.040987522,0.075,0.003938428,330,420,1.16871,0.063636364,0.002142857,50,0.178571429,0.837932987,0.12269541,Y,F,2,healed,inflammation,,enveloped in viscera; encapsulated in mesentery,no rejection,No,No,anterior,right lateral,,"two sutures remaining, one inflamed, incision healed, tag located right anterior, fully encapsulated, not in body wall, embadded in viscera",,encapsulated in mesentery; enveloped in viscera
9.82E+14,6,12/9/2017,13/12/2017,92,Y,NA,Y,V8,dt70,0.9,21,4,1055.575132,1,280,228.5175808,1.040987522,0.075,0.003938428,310,338.9,1.13759,0.067741935,0.002655651,30,0.107142857,0.48303688,0.092800698,N,F,1,healed,some irritation,,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture remaining, some redness, potential exit site observed, no tag found ",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,tg79,0.9,21,4,1055.575132,2,279,226.0846824,1.041018696,0.075268817,0.003980809,340,500.5,1.27341,0.061764706,0.001798202,61,0.218637993,1.213772268,0.223231909,N,F,0,healed,no irritation,,expelled,no signs of exit,Yes,Yes,NA,NA,,"healed no sutures, no tag, no exit site",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt37,0.9,21,4,1055.575132,2,278,223.6690892,1.041049983,0.075539568,0.004023801,340,427,1.0864,0.061764706,0.002107728,62,0.223021583,0.909070232,0.04356509,Y,M,0,healed,,viscera adhered to suture,encapsulated in mesentery,no rejection,No,No,posterior,right lateral,,"no sutures remain, incision healed, posterior right tag encapsulated in mesentary, adhesion of viscera",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1163,0.9,21,4,1055.575132,2,276,218.8895728,1.0411129,0.076086957,0.004111662,345,375,0.91322,0.060869565,0.0024,69,0.25,0.713192617,-0.12284538,Y,M,1,healed,some irritation,,enveloped in viscera,no rejection,No,No,medial,left lateral,,"one suture, redness, tag middle left, encapsualted in viscera/mesentary",,enveloped in viscera
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1131,0.9,21,4,1055.575132,2,276,218.8895728,1.0411129,0.076086957,0.004111662,355,487.5,1.08966,0.05915493,0.001846154,79,0.286231884,1.227150402,0.046626516,Y,F,1,healed,no irritation,tissue adhesion near incision site,enveloped in viscera,no rejection,No,No,medial,left lateral,,"one suture remaining, no irritation, incision healed, tag located middle left, some slight adhesion of tissue at the incision, tag in viscera/fat with some adhesion to body wall, non encapsulated, ",,enveloped in viscera
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1139,0.9,21,4,1055.575132,1,275,216.5255265,1.04114453,0.076363636,0.004156554,315,389,1.24457,0.066666667,0.002313625,40,0.145454545,0.79655492,0.195382567,Y,F,3,healed,some irritation,,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"three sutures, lots of redness, tag middle right, encapsulated in mesentary",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1158,0.9,21,4,1055.575132,2,274,214.1785395,1.041176277,0.076642336,0.004202102,325,383.5,1.11716,0.064615385,0.002346806,51,0.186131387,0.790562215,0.072978503,Y,F,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,medial,medial,,"two sutures, some redness, adhesion to suture point, tag middle in mesentary",,encapsulated in mesentery
9.82E+14,6,12/9/2017,13/10/2017,92,Y,31,Y,V8,dt41,0.9,21,4,1055.575132,2,273,211.8485502,1.041208141,0.076923077,0.004248318,325,414,1.20601,0.064615385,0.002173913,52,0.19047619,0.95422626,0.158277721,N,F,1,healed,no irritation,viscera adhered to suture,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture remaining, no obvious exit site, some adhesion of viscera",,expelled
9.68E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt56,0.9,21,4,1055.575132,3,270,204.9599537,1.041304444,0.077777778,0.004391102,340,555,1.41207,0.061764706,0.001621622,70,0.259259259,1.707846045,0.356058765,Y,F,2,healed,some irritation,tissue adhesion near incision site,no encapsulation,no rejection,No,No,medial,right lateral,,"two sutures remaining, mild irritation at suture site, adhesions at incision site, tag midline right under incision middle, ",,no encapsulation
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt42,0.9,21,4,1055.575132,2,268,200.4514169,1.041369247,0.078358209,0.004489866,330,424,1.17984,0.063636364,0.002122642,62,0.231343284,1.115225757,0.132972292,Y,M,0,healed,lesion,viscera adhered to suture,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"no remaining sutures, incision healed, tag located center to the right, encapsulated in mesntary, lesion near suture site",,encapsulated in mesentery
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1162,0.9,21,4,1055.575132,2,268,200.4514169,1.041369247,0.078358209,0.004489866,315,365,1.16778,0.066666667,0.002465753,47,0.175373134,0.820890098,0.121389421,Y,M,1,healed,no irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,posterior,medial,,"one suture reamaining, incision healed, tag located in hind, adhesions around it, mesentary, some adhesions at incision site",,encapsulated in mesentery
9.82E+14,6,12/9/2017,16/10/2017,92,Y,34,Y,V8,dt21,0.9,21,4,1055.575132,2,268,200.4514169,1.041369247,0.078358209,0.004489866,320,346.5,1.05743,0.065625,0.002597403,52,0.194029851,0.728598408,0.015426646,N,M,2,healed,no irritation,,expelled,no signs of exit,Yes,Yes,NA,NA,,"sutures intact (2), no obvious site of where tag came out",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,dt73,0.9,21,4,1055.575132,1,267,198.2221221,1.041401832,0.078651685,0.004540361,320,414,1.26343,0.065625,0.002173913,53,0.198501873,1.088566077,0.213199071,N,M,1,healed,some irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture, with redness, some adhesion to suture area, no tag recovered",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1132,0.9,21,4,1055.575132,2,266,196.0093945,1.04143454,0.078947368,0.004591617,315,283,0.90543,0.066666667,0.003180212,49,0.184210526,0.443808348,-0.130593672,Y,M,0,healed,no irritation,,no encapsulation,no rejection,No,No,medial,right lateral,,"no sutures remaining, incision healed, tag is located middle right in mesentary",,no encapsulation
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt39,0.9,21,4,1055.575132,1,266,196.0093945,1.04143454,0.078947368,0.004591617,340,426,1.08386,0.061764706,0.002112676,74,0.278195489,1.173365216,0.040736703,Y,M,1,healed,no irritation,,encapsulated in mesentery,emerging through incision,In progress,Yes,medial,right lateral,,"one suture remaining, tag starting to protrude through incision point, encapsulated in body wall, tag located middle right, about to protrude through body wall",,encapsulated in mesentery
9.68E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1179,0.9,21,4,1055.575132,3,265,193.8131724,1.041467372,0.079245283,0.004643647,335,496,1.31931,0.062686567,0.001814516,70,0.264150943,1.559165581,0.266781134,Y,M,2,healed,no irritation,knicks on viscera; discolouration/scarring,adhesion around the tag,adhered to body wall,In progress,Yes,anterior,right lateral,,"two sutures remaining, no irritation, incision healed, tag right side anterior, against body wall, some adhesion around where tag is located, potential knick on viserca, discolouration/scarring, adhesions around tag not on body wall",,adhesion around the tag
9.68E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1148,0.9,21,4,1055.575132,2,264,191.6333944,1.041500329,0.079545455,0.004696467,305,323,1.13842,0.068852459,0.002786378,41,0.15530303,0.685509987,0.09305897,Y,M,1,healed,no irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"healed no sutures, adhesion to body wall, tag encapsulated in mesentary right side middle",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,1175,0.9,21,4,1055.575132,3,264,191.6333944,1.041500329,0.079545455,0.004696467,305,381,1.34284,0.068852459,0.002362205,41,0.15530303,0.988171223,0.289335813,N,M,2,healed,some irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures, with some redness, incision healed, body hard in incision area, some adhesion to suture point, tag not recovered",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,NA,Y,V8,1157,0.9,21,4,1055.575132,3,263,189.4699988,1.041533413,0.079847909,0.004750092,320,342,1.0437,0.065625,0.002631579,57,0.216730038,0.805035109,0.002081315,N,M,2,healed,some irritation,viscera sutured in,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures, some slight redness, incision healed, some adhesion viscera, one suture through it ",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt69,0.9,21,4,1055.575132,2,262,187.3229242,1.041566623,0.080152672,0.004804537,320,420.5,1.28326,0.065625,0.002140309,58,0.221374046,1.244786653,0.232051922,Y,M,2,healed,some irritation,tissue adhesion near incision site,adhesion around the tag,no rejection,No,No,posterior,right lateral,,"two sutures remaining, slight irriation at sutures, incision healed, adhesion at the incision, adhesion around the tag, tag located at right hind",,adhesion around the tag
9.45E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt37,0.9,21,4,1055.575132,3,262,187.3229242,1.041566623,0.080152672,0.004804537,310,343.5,1.15303,0.067741935,0.002620087,48,0.183206107,0.833731784,0.107017803,Y,M,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,medial,medial,,"two sutures, redness, tag middle, encapsulated in mesentary, adhesion to the suture site",,encapsulated in mesentery
9.82E+14,5,12/9/2017,17/10/2017,92,Y,35,Y,V8,dt1,0.9,21,4,1055.575132,3,261,185.192109,1.041599962,0.08045977,0.004859818,330,393,1.09358,0.063636364,0.002290076,69,0.264367816,1.122120657,0.049904447,N,M,2,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures, no irritation, adhesoins at incision",,expelled
9.82E+14,5,12/9/2017,17/10/2017,92,Y,35,Y,V8,1140,0.9,21,4,1055.575132,2,260,183.0774916,1.04163343,0.080769231,0.004915951,300,317.5,1.17593,0.07,0.002834646,40,0.153846154,0.734238312,0.12892491,N,F,0,healed,no irritation,,expelled,no signs of exit,Yes,Yes,NA,NA,consumed 5 tags,"no sutures remaining, incision healed, fish lost own tag, but consumed 5 other tag #s two in intestine three in stomach, 1018, dt73, dt79, three tags with no labels, one label not on tag",,expelled
9.82E+14,6,12/9/2017,15/10/2017,92,Y,33,Y,V8,1178,0.9,21,4,1055.575132,3,259,180.9790106,1.041667028,0.081081081,0.004972952,325,348,1.01375,0.064615385,0.002586207,66,0.254826255,0.922874917,-0.026804161,N,M,2,healed,some irritation,viscera adhered to suture,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures, bit of redness, incision healed, no obvious tag exit site, viscera adhered to body wall",,expelled
9.82E+14,6,12/9/2017,20/10/2017,92,Y,38,Y,V8,1122,0.9,21,4,1055.575132,3,258,178.8966044,1.041700756,0.081395349,0.005030839,345,481,1.17135,0.060869565,0.001871102,87,0.337209302,1.688703911,0.124462073,N,M,2,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures remaining, incision healed, not irritated, adhesions at incision site, no tag found, no obvious exit site",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1143,0.9,21,4,1055.575132,2,257,176.8302114,1.041734617,0.081712062,0.005089628,295,266,1.03613,0.071186441,0.003383459,38,0.147859922,0.504267839,-0.005377012,Y,F,0,healed,no irritation,viscera adhered to suture,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"no sutures remaining, wound healed, middle right tag location, mensentary, some adhesion to the viscera",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,dt11,0.9,21,4,1055.575132,1,256,174.7797702,1.041768611,0.08203125,0.005149337,315,334,1.0686,0.066666667,0.002694611,59,0.23046875,0.910976309,0.025754752,N,M,2,healed,some irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures with some irritation, adhesions at incision site, no tag, no obvious sign of exit site",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt58,0.9,21,4,1055.575132,2,255,172.745219,1.04180274,0.082352941,0.005209985,315,377,1.20617,0.066666667,0.002387268,60,0.235294118,1.182404828,0.15777507,Y,F,2,healed,some irritation,tissue adhesion near incision site, partially encapsulated,no rejection,No,No,posterior,medial,,"two sutures, incision healed, slight irritation at sutures, adhesions at incision site, tag located beneath pevlic girdle, hind towards kidney, slightly wrapped in mesentary",, partially encapsulated
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,td57,0.9,21,4,1055.575132,3,255,172.745219,1.04180274,0.082352941,0.005209985,330,423,1.17706,0.063636364,0.00212766,75,0.294117647,1.44869295,0.129829871,Y,F,2,healed,no irritation,,no encapsulation,protruding from body wall,In progress,Yes,anterior,right lateral,,"tag obvious bulge on right side anterior, two sutures intact, incision healed, tag in process of expulsion, photos taken",,no encapsulation
9.82E+14,6,12/9/2017,13/12/2017,92,Y,NA,Y,V8,1169,0.9,21,4,1055.575132,1,254,170.7264965,1.041837003,0.082677165,0.005271589,305,355,1.25121,0.068852459,0.002535211,51,0.200787402,1.079349177,0.200961421,N,M,0,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"no suture remaining, healed up, adhesion to the suture, no tag found, no exit site observed",,expelled
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,1133,0.9,21,4,1055.575132,3,253,168.723541,1.041871403,0.083003953,0.00533417,310,335.5,1.12618,0.067741935,0.002682563,57,0.225296443,0.988459927,0.080919434,Y,F,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,anterior,left lateral,,"two sutures, mostly healed, minimal redness, tag left side anterior encapsulated in body cavity in mesentary, adhesion to body cavity",,encapsulated in mesentery
9.82E+14,6,12/9/2017,19/10/2017,92,Y,37,Y,V8,dt32,0.9,21,4,1055.575132,1,253,168.723541,1.041871403,0.083003953,0.00533417,310,384,1.28898,0.067741935,0.00234375,57,0.225296443,1.275912406,0.237177534,N,F,2,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures remaining, incision healed, not irritated, adhesions at incision site, no tag found, no obvious exit site",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1160,0.9,21,4,1055.575132,1,252,166.7362909,1.04190594,0.083333333,0.005397745,320,335.5,1.02386,0.065625,0.002682563,68,0.26984127,1.012159429,-0.017315569,Y,M,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,adhered to body wall,In progress,Yes,medial,right lateral,,"two sutures, some redness, adhesion at incision site, tag middle right partially incorporate into body wall",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,tg14,0.9,21,4,1055.575132,3,252,166.7362909,1.04190594,0.083333333,0.005397745,290,238,0.97585,0.072413793,0.003781513,38,0.150793651,0.427403709,-0.063399362,N,M,2,healed,some irritation,viscera adhered to suture,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures, redness, incision healed, viscera attached slightly, no tag recovered",,expelled
9.82E+14,6,12/9/2017,12/10/2017,92,Y,30,Y,V8,dt75,0.9,21,4,1055.575132,3,251,164.7646848,1.041940616,0.083665339,0.005462336,320,394.5,1.20392,0.065625,0.002281369,69,0.274900398,1.394323762,0.155457844,N,F,1,healed,no irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture remaining, healed well, slight adhesion to suture, no obvious exit point ",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt54,0.9,21,4,1055.575132,1,251,164.7646848,1.041940616,0.083665339,0.005462336,315,409.5,1.31015,0.066666667,0.002197802,64,0.25498008,1.485362689,0.257416854,Y,M,3,healed,some irritation,tissue adhesion near incision site,no encapsulation,protruding from body wall,In progress,Yes,medial,right lateral,,"three sutures, redness, tag starting to protrude on right middle side, adhesion to suture area",,no encapsulation
9.82E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt34,0.9,21,4,1055.575132,1,250,162.808661,1.041975431,0.084,0.005527961,295,280,1.09067,0.071186441,0.003214286,45,0.18,0.719810225,0.046729598,Y,F,1,healed,no irritation,viscera adhered to suture,enveloped in viscera,no rejection,No,No,medial,right lateral,,"one suture remaining, incision healed, middle right tag location, viscera adhered to suture, tag encapsulated in viscera, photo taken",,enveloped in viscera
9.45E+14,6,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt65,0.9,21,4,1055.575132,1,247,157.0334683,1.042080725,0.085020243,0.005731262,305,370,1.30407,0.068852459,0.002432432,58,0.234817814,1.356185621,0.251413521,Y,M,1,healed,some irritation,viscera sutured in,encapsulated in mesentery,no rejection,No,No,medial,right lateral,,"one suture remaining, some redness, incision healed, viscera attached to suture, one suture passed through viscera, tag middle right, tag surrounded by mesentary",,encapsulated in mesentery
9.45E+14,6,12/9/2017,13/12/2017,92,Y,NA,Y,V8,dt55,0.9,21,4,1055.575132,1,244,151.3963004,1.042187317,0.086065574,0.005944663,285,252.5,1.09075,0.073684211,0.003564356,41,0.168032787,0.667808258,0.046600695,N,M,1,healed,some irritation,viscera adhered to suture,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture remaining, incision healed, slight redness, slight attachment of viscera to suture, no obvious exit site",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,1138,0.9,21,4,1055.575132,1,243,149.5476293,1.042223141,0.086419753,0.00601815,285,295,1.27435,0.073684211,0.003050847,42,0.172839506,0.97261569,0.222719178,N,F,1,healed,some irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture, some redness, adhesion to suture site, no tag recovered",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,dt48,0.9,21,4,1055.575132,2,240,144.0919085,1.042331514,0.0875,0.006246013,320,337.5,1.02997,0.065625,0.002666667,80,0.333333333,1.342255048,-0.011861152,Y,M,2,healed,some irritation,tissue adhesion near incision site,encapsulated in mesentery,no rejection,No,No,medial,left lateral,,"two sutures, some redness, incision healed, tag located middle left, mesentary, some adhesion to viscera",,encapsulated in mesentery
9.82E+14,6,12/9/2017,12/10/2017,92,Y,30,Y,V8,1130,0.9,21,4,1055.575132,3,236,137.0259974,1.042478155,0.088983051,0.006568097,330,406.5,1.13115,0.063636364,0.002214022,94,0.398305085,1.966590339,0.085055037,N,M,1,healed,some irritation,viscera sutured in,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture, redness, viscera stitched in on one suture, no obvious exit site",,expelled
9.82E+14,5,12/9/2017,13/12/2017,92,Y,92,Y,V8,1176,0.9,21,4,1055.575132,3,236,137.0259974,1.042478155,0.088983051,0.006568097,295,257,1.00108,0.071186441,0.003501946,59,0.25,0.875556499,-0.039715072,Y,F,0,healed,no irritation,viscera adhered to suture,encapsulated in mesentery,protruding from body wall,In progress,Yes,medial,right lateral,,"healed no sutures, tag starting to protrude, viscera attatched, tag middle right, enscapsulated in body wall",,encapsulated in mesentery
9.82E+14,5,12/9/2017,13/12/2017,92,Y,NA,Y,V8,dt18,0.9,21,4,1055.575132,1,230,126.8656598,1.042702883,0.091304348,0.007094118,280,241,1.09785,0.075,0.00373444,50,0.217391304,0.899647236,0.05288848,N,M,1,healed,no irritation,viscera adhered to suture,expelled,no signs of exit,Yes,Yes,NA,NA,,"one suture, healed, slightly adhered viscera, no tag found",,expelled
9.82E+14,5,12/9/2017,27/10/2017,92,Y,46,Y,V8,1136,0.9,21,4,1055.575132,3,227,121.9792255,1.042817475,0.092511013,0.007378306,305,309.5,1.09084,0.068852459,0.002907916,78,0.343612335,1.537317307,0.046050943,N,F,2,healed,some irritation,tissue adhesion near incision site,expelled,no signs of exit,Yes,Yes,NA,NA,,"two sutures with irritation at site, no adhesions at incision site, no tag recovered",,expelled
9.82E+14,,12/9/2017,14/09/2017,2,N,NA,Y,V7,1035,0.9,22,3.5,846.6592201,1,225,,,,,,,,,,,,,,,,,,,,mortality,NA,NA,NA,NA,NA,,,,mortality
9.82E+14,,12/9/2017,18/09/2017,6,N,NA,Y,V7,1116,0.9,22,3.5,846.6592201,1,275,,,,,,,,,,,,,,,,,,,,mortality,NA,NA,NA,NA,NA,,,,mortality
9.82E+14,,12/9/2017,21/09/2017,9,N,NA,Y,V7,1111,0.9,22,3.5,846.6592201,3,222,,,,,,,,,,,,,,,,,open,some irritation,,mortality,NA,NA,NA,NA,NA,,"incision opened, pyloric cecae visible, redness at incision. Thin, runt, male.",,mortality
9.45E+14,6,12/9/2017,13/12/2017,92,Y,NA,Y,V7,,0.9,22,3.5,846.6592201,1,,,,,,350,511.5,1.193,,,,,,,N,M,0,healed,some irritation,tissue adhesion near incision site; knicks on viscera; discolouration,expelled,no signs of exit,Yes,Yes,NA,NA,,"suture missing, incision healed, irriation at one of the sites, adhesion at incision site, discolouration, possible knick, discouloration on body wall, ",,expelled
9.82E+14,,12/9/2017,18/09/2017,6,N,NA,Y,V8,1161,0.9,21,4,1055.575132,1,253,,,,,,,,,,,,,,,,,,,,mortality,NA,NA,NA,NA,NA,,,,mortality
9.82E+14,,12/9/2017,19/09/2017,7,N,NA,Y,V8,1166,0.9,21,4,1055.575132,2,220,,,,,,,,,,,,,,,,,,no irritation,,mortality,NA,NA,NA,NA,NA,,"fish thin, small.  Internally no signs of infection, not feeding.",,mortality
